Unnamed: 0,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,Theme
1803,317870,KR7317870004,엔바이오니아,KOSDAQ,기술성장기업부,8900,1,100,1.14,8990,9060,8720,20489,181672680,78692865500,8841895,KSQ,기술성장기업부
1806,004590,KR7004590006,한국가구,KOSDAQ,중견기업부,5230,2,-30,-0.57,5260,5260,5190,22272,116104075,78450000000,15000000,KSQ,중견기업부
1807,094850,KR7094850005,참좋은여행,KOSDAQ,벤처기업부,5600,1,90,1.63,5530,5910,5480,264278,1500546100,78400000000,14000000,KSQ,벤처기업부
1808,145170,KR7145170007,노브랜드,KOSDAQ,중견기업부,4635,2,-95,-2.01,4770,4775,4605,229258,1068201210,78370457175,16908405,KSQ,중견기업부
1809,043710,KR7043710003,서울리거,KOSDAQ,중견기업부,905,0,0,0.0,0,0,0,0,0,78339071550,86562510,KSQ,중견기업부
1810,033170,KR7033170002,시그네틱스,KOSDAQ,중견기업부,912,1,12,1.33,901,913,883,868354,780309176,78184226928,85728319,KSQ,중견기업부
1814,246690,KR7246690002,TS인베스트먼트,KOSDAQ,중견기업부,1657,2,-39,-2.3,1696,1719,1655,383296,641492463,77830055534,46970462,KSQ,중견기업부
1815,076610,KR7076610005,해성옵틱스,KOSDAQ,벤처기업부,1462,1,4,0.27,1458,1479,1420,1366768,1974875550,77742493280,53175440,KSQ,벤처기업부
1816,043650,KR7043650001,국순당,KOSDAQ,중견기업부,4340,2,-10,-0.23,4325,4350,4290,40565,174812305,77505039360,17858304,KSQ,중견기업부
1817,446840,KR7446840001,지슨,KOSDAQ,기술성장기업부,1406,2,-104,-6.89,1510,1510,1387,599634,854368326,77446814698,55083083,KSQ,기술성장기업부
1818,067920,KR7067920009,이글루,KOSDAQ,우량기업부,7040,2,-270,-3.69,7330,7470,6970,134376,959151955,77412677760,10996119,KSQ,우량기업부
1819,053350,KR7053350005,이니텍,KOSDAQ,중견기업부,3515,2,-100,-2.77,3615,3770,3460,417381,1471574847,77404043475,22021065,KSQ,중견기업부
1820,066430,KR7066430000,아이로보틱스,KOSDAQ,중견기업부,1976,2,-59,-2.9,2035,2050,1964,301788,599106116,77367268576,39153476,KSQ,중견기업부
1821,012790,KR7012790002,신일제약,KOSDAQ,우량기업부,6450,2,-10,-0.15,6470,6480,6380,20180,129856265,77312376750,11986415,KSQ,우량기업부
1823,222420,KR7222420002,쎄노텍,KOSDAQ,벤처기업부,1596,1,159,11.06,1478,1620,1415,2019499,3103274382,77218635984,48382604,KSQ,벤처기업부
1824,127710,KR7127710002,아시아경제,KOSDAQ,중견기업부,1753,3,0,0.0,1755,1773,1720,138529,242859091,77218265130,44049210,KSQ,중견기업부
1825,033310,KR7033310004,엠투엔,KOSDAQ,우량기업부,1928,2,-25,-1.28,1961,1961,1908,206011,396859529,77066895168,39972456,KSQ,우량기업부
1827,153710,KR7153710009,옵티팜,KOSDAQ,기술성장기업부,5230,2,-440,-7.76,5820,5820,5200,89701,480348530,76723880340,14669958,KSQ,기술성장기업부
1828,260930,KR7260930003,씨티케이,KOSDAQ,중견기업부,3965,2,-120,-2.94,4085,4085,3965,118741,475477942,76689408315,19341591,KSQ,중견기업부
1829,331380,KR7331380006,포커스에이아이,KOSDAQ,투자주의환기종목(소속부없음),2350,2,-75,-3.09,2425,2425,2320,174867,413458991,76166999150,32411489,KSQ,투자주의환기종목(소속부없음)
1830,039240,KR7039240007,경남스틸,KOSDAQ,우량기업부,2820,2,-65,-2.25,2885,2900,2820,623123,1772030337,76082483280,26979604,KSQ,우량기업부
1831,900260,HK0000295359,로스웰,KOSDAQ,외국기업(소속부없음),1652,1,4,0.24,1653,1680,1632,12427,20458351,76041074312,46029706,KSQ,외국기업(소속부없음)
1832,306040,KR7306040007,에스제이그룹,KOSDAQ,우량기업부,7680,2,-230,-2.91,7920,8000,7650,181091,1413926230,75769559040,9865828,KSQ,우량기업부
1834,0013V0,KR70013V0002,삼진식품,KOSDAQ,중견기업부,7620,2,-80,-1.04,7700,7890,7600,56312,433130390,75580158720,9918656,KSQ,중견기업부
1835,321260,KR7321260002,프로이천,KOSDAQ,벤처기업부,2680,2,-315,-10.52,2995,3015,2660,2607371,7314312666,75554785120,28192084,KSQ,벤처기업부
1838,027050,KR7027050004,코리아나,KOSDAQ,중견기업부,1879,3,0,0.0,1875,1888,1842,102992,191469835,75160000000,40000000,KSQ,중견기업부
1839,479960,KR7479960007,위너스,KOSDAQ,중견기업부,10960,1,260,2.43,10620,11070,10620,22085,240260255,75086960000,6851000,KSQ,중견기업부
1841,950200,KR8840150005,소마젠,KOSDAQ,외국기업(소속부없음),3895,2,-75,-1.89,4040,4210,3810,123553,487351000,74924426435,19236053,KSQ,외국기업(소속부없음)
1842,234100,KR7234100006,폴라리스세원,KOSDAQ,우량기업부,1055,2,-6,-0.57,1045,1070,1045,574992,605921895,74884463370,70980534,KSQ,우량기업부
1843,155650,KR7155650005,와이엠씨,KOSDAQ,우량기업부,3945,2,-25,-0.63,4050,4050,3935,28441,113227715,74853842310,18974358,KSQ,우량기업부
1844,036000,KR7036000008,예림당,KOSDAQ,중견기업부,3245,2,-10,-0.31,3230,3285,3215,43849,142238965,74746228865,23034277,KSQ,중견기업부
1845,460870,KR7460870009,에스엠씨지,KOSDAQ,벤처기업부,3720,1,225,6.44,3500,4070,3465,1060231,4060116637,74672690880,20073304,KSQ,벤처기업부
1846,037230,KR7037230000,한국팩키지,KOSDAQ,중견기업부,2505,2,-85,-3.28,2550,2590,2445,652737,1634447017,74649819135,29800327,KSQ,중견기업부
1847,299900,KR7299900001,위지윅스튜디오,KOSDAQ,중견기업부,436,2,-11,-2.46,447,449,433,353089,154234047,74577313424,171048884,KSQ,중견기업부
1848,010280,KR7010280006,아이티센엔텍,KOSDAQ,중견기업부,1145,0,0,0.0,0,0,0,0,0,74566734970,65123786,KSQ,중견기업부
1849,052220,KR7052220001,iMBC,KOSDAQ,중견기업부,3240,2,-45,-1.37,3265,3315,3230,138994,452773063,74520000000,23000000,KSQ,중견기업부
1850,017480,KR7017480005,삼현철강,KOSDAQ,우량기업부,4740,2,-5,-0.11,4745,4790,4715,21671,102969630,74431698600,15702890,KSQ,우량기업부
1851,060310,KR7060310000,3S,KOSDAQ,벤처기업부,1401,2,-31,-2.16,1432,1438,1392,328768,463404030,74335715040,53059040,KSQ,벤처기업부
1853,065500,KR7065500001,오리엔트정공,KOSDAQ,중견기업부,2225,1,35,1.6,2195,2250,2195,184909,411452330,73965479200,33242912,KSQ,중견기업부
1855,457370,KR7457370005,한켐,KOSDAQ,중견기업부,9200,1,510,5.87,8690,9270,8680,165207,1488882395,73849632800,8027134,KSQ,중견기업부
1856,024910,KR7024910002,경창산업,KOSDAQ,우량기업부,2060,2,-70,-3.29,2130,2165,1965,253470,533954637,73787150300,35819005,KSQ,우량기업부
1857,010470,KR7010470003,오리콤,KOSDAQ,우량기업부,6140,3,0,0.0,6170,6170,6070,34662,211947335,73526807000,11975050,KSQ,우량기업부
1859,198440,KR7198440000,강동씨앤엘,KOSDAQ,중견기업부,1205,1,9,0.75,1190,1247,1187,119917,145810860,73422934680,60931896,KSQ,중견기업부
1860,289220,KR7289220006,자이언트스텝,KOSDAQ,기술성장기업부,3290,2,-55,-1.64,3345,3360,3250,58815,192890245,73407207090,22312221,KSQ,기술성장기업부
1861,038060,KR7038060000,루멘스,KOSDAQ,우량기업부,1525,2,-64,-4.03,1681,1740,1420,14487112,23024649165,73357180225,48103069,KSQ,우량기업부
1863,153460,KR7153460001,네이블,KOSDAQ,중견기업부,11230,1,320,2.93,10910,11260,10710,47943,521165305,73332057220,6530014,KSQ,중견기업부
1864,072470,KR7072470008,우리산업홀딩스,KOSDAQ,중견기업부,3880,1,100,2.65,3780,4155,3760,299230,1174040312,73282883080,18887341,KSQ,중견기업부
1865,246960,KR7246960009,SCL사이언스,KOSDAQ,기술성장기업부,2150,2,-35,-1.6,2185,2265,2100,105104,225226456,73136651050,34017047,KSQ,기술성장기업부
1867,040610,KR7040610008,SG&G,KOSDAQ,중견기업부,2140,2,-25,-1.15,2140,2170,2120,111954,239728792,72946599440,34087196,KSQ,중견기업부
1868,072990,KR7072990005,에이치시티,KOSDAQ,우량기업부,5030,2,-80,-1.57,5260,5260,5000,99347,503235930,72925976180,14498206,KSQ,우량기업부
1869,206560,KR7206560005,덱스터,KOSDAQ,기술성장기업부,2865,2,-50,-1.72,2915,2945,2855,55094,158843125,72804623640,25411736,KSQ,기술성장기업부
1870,170790,KR7170790000,파이오링크,KOSDAQ,우량기업부,11360,2,-340,-2.91,12190,12480,11110,167621,1933919455,72673725600,6397335,KSQ,우량기업부
1872,104540,KR7104540000,코렌텍,KOSDAQ,기술성장기업부,5680,2,-110,-1.9,5830,5830,5550,45393,258571580,72623003200,12785740,KSQ,기술성장기업부
1873,219550,KR7219550001,디와이디,KOSDAQ,관리종목(소속부없음),1890,2,-18,-0.94,1880,1950,1855,144139,272751417,72490948110,38354999,KSQ,관리종목(소속부없음)
1875,347740,KR7347740003,피엔케이피부임상연구센타,KOSDAQ,벤처기업부,2415,1,25,1.05,2390,2445,2370,117903,285255194,72475541040,30010576,KSQ,벤처기업부
1877,042110,KR7042110007,에스씨디,KOSDAQ,우량기업부,1490,2,-6,-0.4,1492,1529,1488,380682,572424137,72011050360,48329564,KSQ,우량기업부
1878,459550,KR7459550000,알트,KOSDAQ,중견기업부,2870,2,-10,-0.35,2880,2905,2815,206212,588957175,71944497030,25067769,KSQ,중견기업부
1879,036120,KR7036120004,서울평가정보,KOSDAQ,중견기업부,2045,2,-20,-0.97,2065,2075,2025,59155,121014561,71871525000,35145000,KSQ,중견기업부
1880,234920,KR7234920007,자이글,KOSDAQ,관리종목(소속부없음),5310,0,0,0.0,0,0,0,0,0,71849132100,13530910,KSQ,관리종목(소속부없음)
1882,393210,KR7393210000,토마토시스템,KOSDAQ,기술성장기업부,4585,3,0,0.0,4575,4680,4530,58481,267012189,71592684240,15614544,KSQ,기술성장기업부
1883,317530,KR7317530004,캐리소프트,KOSDAQ,기술성장기업부,4090,1,20,0.49,4170,4170,4045,5865,23928315,71554067380,17494882,KSQ,기술성장기업부
1884,082210,KR7082210006,옵트론텍,KOSDAQ,중견기업부,2045,1,144,7.57,1921,2150,1895,514455,1045221031,71500009850,34963330,KSQ,중견기업부
1885,040350,KR7040350001,크레오에스지,KOSDAQ,중견기업부,732,0,0,0.0,0,0,0,0,0,71445147852,97602661,KSQ,중견기업부
1886,099410,KR7099410003,동방선기,KOSDAQ,벤처기업부,5080,1,60,1.2,5050,5160,4940,194915,982949635,71120000000,14000000,KSQ,벤처기업부
1887,015710,KR7015710007,코콤,KOSDAQ,중견기업부,4050,2,-5,-0.12,4055,4150,4035,108970,445387730,70998525000,17530500,KSQ,중견기업부
1889,095910,KR7095910006,에스에너지,KOSDAQ,중견기업부,1895,1,6,0.32,1900,1990,1858,2027620,3888624396,70677642555,37296909,KSQ,중견기업부
1890,318160,KR7318160009,셀바이오휴먼텍,KOSDAQ,벤처기업부,7560,1,150,2.02,7420,7700,7420,34107,258251910,70619479560,9341201,KSQ,벤처기업부
1891,068330,KR7068330000,일신바이오,KOSDAQ,중견기업부,1595,2,-18,-1.12,1613,1629,1592,397863,637668562,70524743300,44216140,KSQ,중견기업부
1892,333620,KR7333620003,엔시스,KOSDAQ,벤처기업부,6680,1,390,6.2,6320,6760,6320,160502,1056860885,70516377920,10556344,KSQ,벤처기업부
1893,291650,KR7291650000,압타머사이언스,KOSDAQ,기술성장기업부,1751,2,-55,-3.05,1806,1850,1750,175916,315827902,70490168092,40257092,KSQ,기술성장기업부
1894,036670,KR7036670008,삼양케이씨아이,KOSDAQ,우량기업부,6250,1,50,0.81,6200,6300,6180,3632,22644075,70437500000,11270000,KSQ,우량기업부
1901,073640,KR7073640005,테라사이언스,KOSDAQ,관리종목(소속부없음),654,0,0,0.0,0,0,0,0,0,69571715580,106378770,KSQ,관리종목(소속부없음)
1902,080010,KR7080010002,이상네트웍스,KOSDAQ,중견기업부,7050,1,330,4.91,6780,7290,6660,47610,331473050,69337250550,9835071,KSQ,중견기업부
1903,332370,KR7332370006,아이디피,KOSDAQ,중견기업부,5220,1,40,0.77,5180,5220,5120,7245,37518480,69288849720,13273726,KSQ,중견기업부
1904,039420,KR7039420005,케이엘넷,KOSDAQ,중견기업부,3015,2,-55,-1.79,3070,3130,3005,106622,325889201,69185186910,22946994,KSQ,중견기업부
1906,288620,KR7288620008,에스퓨얼셀,KOSDAQ,벤처기업부,9870,1,70,0.71,9820,9950,9400,44910,438188645,68885848920,6979316,KSQ,벤처기업부
1908,199550,KR7199550005,레이저옵텍,KOSDAQ,벤처기업부,5590,2,-20,-0.36,5620,5660,5470,45780,253610980,68565771690,12265791,KSQ,벤처기업부
1909,063440,KR7063440002,SM Life Design,KOSDAQ,중견기업부,1487,2,-10,-0.67,1497,1498,1483,69763,103749762,68445351998,46029154,KSQ,중견기업부
1910,196300,KR7196300008,HLB펩,KOSDAQ,관리종목(소속부없음),7350,2,-210,-2.78,7600,7600,7300,15034,110802430,68306475300,9293398,KSQ,관리종목(소속부없음)
1911,064240,KR7064240005,홈캐스트,KOSDAQ,중견기업부,1963,2,-33,-1.65,1996,2115,1945,107781,212057300,68104814713,34694251,KSQ,중견기업부
1912,007370,KR7007370000,진양제약,KOSDAQ,우량기업부,4815,2,-45,-0.93,4860,4875,4810,30286,146114280,68058036405,14134587,KSQ,우량기업부
1913,010240,KR7010240000,흥국,KOSDAQ,우량기업부,5810,2,-40,-0.68,5880,5900,5740,34226,200354635,68011860000,11706000,KSQ,우량기업부
1915,037330,KR7037330008,인지디스플레,KOSDAQ,우량기업부,1545,2,-11,-0.71,1550,1556,1529,54903,84398195,67802671080,43885224,KSQ,우량기업부
1916,373160,KR7373160001,데이원컴퍼니,KOSDAQ,기술성장기업부,4890,2,-130,-2.59,4980,5020,4880,24635,121727485,67518523410,13807469,KSQ,기술성장기업부
1917,089150,KR7089150007,케이씨티,KOSDAQ,중견기업부,3935,1,15,0.38,3980,4480,3875,4494875,18543566063,67485250000,17150000,KSQ,중견기업부
1918,122310,KR7122310006,제노레이,KOSDAQ,우량기업부,4625,1,5,0.11,4605,4720,4600,32632,151792590,67311528500,14553844,KSQ,우량기업부
1919,087260,KR7087260006,모바일어플라이언스,KOSDAQ,벤처기업부,2065,2,-40,-1.9,2105,2150,2060,233287,490975844,67221657965,32552861,KSQ,벤처기업부
1920,109860,KR7109860007,동일금속,KOSDAQ,우량기업부,7370,2,-70,-0.94,7370,7490,7320,9814,72368310,67067000000,9100000,KSQ,우량기업부
1923,050960,KR7050960004,수산아이앤티,KOSDAQ,벤처기업부,9900,2,-240,-2.37,10140,10450,9800,40857,407656460,66834900000,6751000,KSQ,벤처기업부
1924,070300,KR7070300009,엑스큐어,KOSDAQ,벤처기업부,2865,2,-205,-6.68,2975,2975,2760,800651,2269312240,66774778470,23307078,KSQ,벤처기업부
1925,049550,KR7049550007,잉크테크,KOSDAQ,우량기업부,3400,1,40,1.19,3455,3455,3355,15784,53509415,66661341800,19606277,KSQ,우량기업부
1926,065170,KR7065170003,비엘팜텍,KOSDAQ,투자주의환기종목(소속부없음),2385,2,-15,-0.63,2400,2455,2325,855400,2032167982,66574396305,27913793,KSQ,투자주의환기종목(소속부없음)
1927,005670,KR7005670005,푸드웰,KOSDAQ,우량기업부,6650,2,-30,-0.45,6710,6770,6570,61553,411230550,66500000000,10000000,KSQ,우량기업부
1928,054300,KR7054300009,팬스타엔터프라이즈,KOSDAQ,벤처기업부,574,0,0,0.0,0,0,0,0,0,66435844860,115741890,KSQ,벤처기업부
1929,452300,KR7452300007,캡스톤파트너스,KOSDAQ,중견기업부,4685,1,5,0.11,4780,4900,4555,1117458,5247837244,66384130925,14169505,KSQ,중견기업부
1930,185490,KR7185490000,아이진,KOSDAQ,벤처기업부,1530,2,-38,-2.42,1568,1575,1501,700102,1064702687,66141569520,43229784,KSQ,벤처기업부
1931,352910,KR7352910004,오비고,KOSDAQ,기술성장기업부,5220,3,0,0.0,5240,5500,4990,81469,420445070,65969326440,12637802,KSQ,기술성장기업부
1932,452200,KR7452200009,민테크,KOSDAQ,기술성장기업부,2770,1,135,5.12,2650,2845,2635,537854,1488110635,65935664530,23803489,KSQ,기술성장기업부
1933,092300,KR7092300003,현우산업,KOSDAQ,우량기업부,3460,1,35,1.02,3485,3485,3385,67181,229691140,65912778560,19049936,KSQ,우량기업부
1934,189980,KR7189980006,흥국에프엔비,KOSDAQ,우량기업부,1640,2,-28,-1.68,1668,1671,1628,162321,266097697,65826036280,40137827,KSQ,우량기업부
1935,061040,KR7061040002,알에프텍,KOSDAQ,중견기업부,2050,2,-55,-2.61,2105,2130,2010,570143,1169147820,65782980950,32089259,KSQ,중견기업부
1936,256630,KR7256630005,포인트엔지니어링,KOSDAQ,벤처기업부,1132,1,97,9.37,1035,1176,1034,914575,1036761460,65652685504,57997072,KSQ,벤처기업부
1937,218150,KR7218150001,미래생명자원,KOSDAQ,벤처기업부,3215,1,25,0.78,3190,3245,3140,378093,1209753631,65636803430,20415802,KSQ,벤처기업부
1939,173940,KR7173940008,에프엔씨엔터,KOSDAQ,중견기업부,4250,2,-800,-15.84,4970,4970,4100,293504,1277005013,65419434000,15392808,KSQ,중견기업부
1940,143540,KR7143540003,영우디에스피,KOSDAQ,벤처기업부,1464,2,-9,-0.61,1488,1493,1457,264163,388611765,65294246280,44599895,KSQ,벤처기업부
1941,053270,KR7053270005,구영테크,KOSDAQ,우량기업부,2380,2,-35,-1.45,2410,2430,2380,95716,230139475,65236763900,27410405,KSQ,우량기업부
1942,177900,KR7177900008,쓰리에이로직스,KOSDAQ,기술성장기업부,6800,2,-50,-0.73,7010,7130,6750,182887,1264876620,65176640000,9584800,KSQ,기술성장기업부
1943,052790,KR7052790003,액토즈소프트,KOSDAQ,중견기업부,5750,3,0,0.0,5750,5750,5625,21171,120442080,65151168500,11330638,KSQ,중견기업부
1944,407400,KR7407400001,꿈비,KOSDAQ,벤처기업부,4445,2,-10,-0.22,4420,4485,4415,55912,248993493,65050503630,14634534,KSQ,벤처기업부
1945,430690,KR7430690008,한싹,KOSDAQ,벤처기업부,5970,2,-500,-7.73,6550,6560,5820,1401347,8502424400,65045102190,10895327,KSQ,벤처기업부
1946,078590,KR7078590007,휴림에이텍,KOSDAQ,벤처기업부,650,2,-11,-1.66,666,669,639,1737327,1126849299,64946828050,99918197,KSQ,벤처기업부
1948,088910,KR7088910005,동우팜투테이블,KOSDAQ,우량기업부,2500,2,-25,-0.99,2525,2535,2485,43058,107837562,64579410000,25831764,KSQ,우량기업부
1949,096630,KR7096630009,에스코넥,KOSDAQ,중견기업부,813,0,0,0.0,0,0,0,0,0,64537253808,79381616,KSQ,중견기업부
1951,232830,KR7232830000,아이티센피엔에스,KOSDAQ,벤처기업부,3900,1,75,1.96,3820,4075,3725,404352,1589440910,64481531400,16533726,KSQ,벤처기업부
1953,004780,KR7004780003,대륙제관,KOSDAQ,우량기업부,4035,2,-25,-0.62,4080,4080,4020,30137,121848411,64169407965,15903199,KSQ,우량기업부
1956,097800,KR7097800007,윈팩,KOSDAQ,중견기업부,469,2,-3,-0.64,478,478,456,733264,340313116,63995157401,136450229,KSQ,중견기업부
1957,238120,KR7238120000,얼라인드,KOSDAQ,기술성장기업부,4440,2,-50,-1.11,4510,4520,4320,44914,196953920,63842298240,14378896,KSQ,기술성장기업부
1958,263690,KR7263690000,디알젬,KOSDAQ,우량기업부,5630,2,-10,-0.18,5650,5690,5560,29843,167461530,63763184300,11325610,KSQ,우량기업부
1959,0010V0,KR70010V0005,제이피아이헬스케어,KOSDAQ,벤처기업부,12480,2,-90,-0.72,12610,12660,12290,12478,154165970,63715392000,5105400,KSQ,벤처기업부
1960,089790,KR7089790000,제이티,KOSDAQ,벤처기업부,6170,3,0,0.0,6220,6320,6010,76234,468912700,63646715210,10315513,KSQ,벤처기업부
1961,261200,KR7261200000,덴티스,KOSDAQ,우량기업부,4020,2,-90,-2.19,4060,4130,4005,25163,101719562,63554994000,15809700,KSQ,우량기업부
1962,014190,KR7014190003,원익큐브,KOSDAQ,우량기업부,1794,2,-18,-0.99,1812,1839,1779,149550,268540239,63507431364,35399906,KSQ,우량기업부
1964,351330,KR7351330006,이삭엔지니어링,KOSDAQ,벤처기업부,7650,1,60,0.79,7590,7750,7520,30009,227770785,63407178000,8288520,KSQ,벤처기업부
1965,303360,KR7303360002,프로티아,KOSDAQ,기술성장기업부,4915,2,-185,-3.63,5100,5100,4770,123824,605380679,63303799225,12879715,KSQ,기술성장기업부
1966,198080,KR7198080004,캐프,KOSDAQ,우량기업부,2935,1,25,0.86,2915,2935,2860,97515,282787565,63205767975,21535185,KSQ,우량기업부
1967,033830,KR7033830001,티비씨,KOSDAQ,중견기업부,630,2,-6,-0.94,638,653,630,710832,454383659,63000000000,100000000,KSQ,중견기업부
1968,384470,KR7384470001,코어라인소프트,KOSDAQ,기술성장기업부,3505,2,-70,-1.96,3575,3640,3325,118070,415196385,62903155460,17946692,KSQ,기술성장기업부
1971,297570,KR7297570004,알로이스,KOSDAQ,벤처기업부,1813,1,4,0.22,1809,1842,1790,172763,313708134,62768268234,34621218,KSQ,벤처기업부
1972,045340,KR7045340007,토탈소프트,KOSDAQ,벤처기업부,7330,2,-170,-2.27,7530,7570,7330,50514,374962325,62730433200,8558040,KSQ,벤처기업부
1973,419080,KR7419080007,엔젯,KOSDAQ,기술성장기업부,5870,2,-30,-0.51,5900,6040,5770,90283,528051555,62721754190,10685137,KSQ,기술성장기업부
1974,008370,KR7008370009,원풍,KOSDAQ,우량기업부,5220,2,-80,-1.51,5320,5380,5210,19565,103063955,62640000000,12000000,KSQ,우량기업부
1975,215090,KR7215090002,솔디펜스,KOSDAQ,중견기업부,2705,2,-80,-2.87,2805,2810,2675,266216,723655096,62636063005,23155661,KSQ,중견기업부
1977,001840,KR7001840008,이화공영,KOSDAQ,관리종목(소속부없음),2215,0,0,0.0,0,0,0,0,0,62588831935,28256809,KSQ,관리종목(소속부없음)
1978,066360,KR7066360009,체리부로,KOSDAQ,우량기업부,1305,2,-1,-0.08,1306,1376,1290,318502,419673614,62577379575,47952015,KSQ,우량기업부
1979,053980,KR7053980009,오상자이엘,KOSDAQ,우량기업부,3295,3,0,0.0,3295,3330,3280,102368,337175124,62548269985,18982783,KSQ,우량기업부
1981,046310,KR7046310009,백금T&A,KOSDAQ,우량기업부,3800,1,35,0.93,3765,3885,3725,361567,1375763973,62390835800,16418641,KSQ,우량기업부
1982,365590,KR7365590009,하이딥,KOSDAQ,기술성장기업부,2015,2,-5,-0.25,2040,2045,1995,29874,60054282,62377593330,30956622,KSQ,기술성장기업부
1983,237820,KR7237820006,플레이디,KOSDAQ,중견기업부,4855,2,-10,-0.21,4830,4880,4830,19892,96330770,62275764700,12827140,KSQ,중견기업부
1985,114450,KR7114450000,그린생명과학,KOSDAQ,중견기업부,3105,2,-125,-3.87,3285,3285,3040,654295,2040968248,62100000000,20000000,KSQ,중견기업부
1986,090410,KR7090410002,덕신이피씨,KOSDAQ,우량기업부,1347,1,10,0.75,1337,1355,1322,260450,348517420,62075275965,46084095,KSQ,우량기업부
1987,094970,KR7094970001,제이엠티,KOSDAQ,벤처기업부,3705,3,0,0.0,3700,3750,3650,162301,597567181,62052229200,16748240,KSQ,벤처기업부
1988,294090,KR7294090006,이오플로우,KOSDAQ,관리종목(소속부없음),1490,0,0,0.0,0,0,0,0,0,61997566450,41609105,KSQ,관리종목(소속부없음)
1990,137080,KR7137080008,나래나노텍,KOSDAQ,벤처기업부,5580,2,-260,-4.45,5880,5930,5560,49277,282049880,61711574760,11059422,KSQ,벤처기업부
1991,053620,KR7053620001,태양,KOSDAQ,우량기업부,7160,3,0,0.0,7200,7220,7110,4295,30784215,61576000000,8600000,KSQ,우량기업부
1992,100030,KR7100030006,인지소프트,KOSDAQ,벤처기업부,18750,1,110,0.59,18680,18980,18480,4353,81135310,61569637500,3283714,KSQ,벤처기업부
1993,035460,KR7035460005,기산텔레콤,KOSDAQ,벤처기업부,4220,2,-200,-4.52,4420,4500,4075,911601,3810118937,61516374800,14577340,KSQ,벤처기업부
1995,072770,KR7072770001,멤레이비티,KOSDAQ,중견기업부,740,2,-27,-3.52,798,798,705,1170190,861285359,61437905040,83024196,KSQ,중견기업부
1996,450330,KR7450330006,하스,KOSDAQ,기술성장기업부,7500,1,30,0.4,7630,7630,7420,31701,238649990,61401322500,8186843,KSQ,기술성장기업부
1997,067170,KR7067170001,오텍,KOSDAQ,중견기업부,2545,1,5,0.2,2540,2630,2500,331804,849612289,61335838670,24100526,KSQ,중견기업부
1998,465480,KR7465480002,인스피언,KOSDAQ,벤처기업부,6050,2,-230,-3.66,6280,6330,6000,109818,674054290,61333520600,10137772,KSQ,벤처기업부
2000,413640,KR7413640004,비아이매트릭스,KOSDAQ,벤처기업부,8450,2,-290,-3.32,8680,8830,8390,69608,592569065,60898643000,7206940,KSQ,벤처기업부
2001,033560,KR7033560004,블루콤,KOSDAQ,중견기업부,3560,2,-20,-0.56,3580,3585,3525,16589,58751480,60876000000,17100000,KSQ,중견기업부
2002,471820,KR7471820001,셀로맥스사이언스,KOSDAQ,벤처기업부,5380,2,-20,-0.37,5490,5490,5300,49626,267495925,60809489020,11302879,KSQ,벤처기업부
2003,369370,KR7369370002,블리츠웨이엔터테인먼트,KOSDAQ,벤처기업부,1219,2,-1,-0.08,1220,1252,1213,206240,252356933,60793859509,49871911,KSQ,벤처기업부
2004,340440,KR7340440007,세림B&G,KOSDAQ,벤처기업부,2140,2,-120,-5.31,2265,2265,2100,1939646,4171330117,60729698960,28378364,KSQ,벤처기업부
2005,239890,KR7239890007,피엔에이치테크,KOSDAQ,기술성장기업부,6110,1,220,3.74,5900,6210,5780,161359,982677530,60707463050,9935755,KSQ,기술성장기업부
2008,419120,KR7419120001,산돌,KOSDAQ,중견기업부,4110,2,-30,-0.72,4140,4220,4105,38984,161869405,60492467820,14718362,KSQ,중견기업부
2009,364950,KR7364950006,에이아이코리아,KOSDAQ,벤처기업부,7290,1,70,0.97,7220,7630,7130,124826,915025670,60481084050,8296445,KSQ,벤처기업부
2010,200350,KR7200350007,아티스트스튜디오,KOSDAQ,기술성장기업부,6050,3,0,0.0,6060,6220,5890,79293,479813660,60475951250,9996025,KSQ,기술성장기업부
2012,122350,KR7122350002,삼기,KOSDAQ,중견기업부,1575,1,62,4.1,1544,1698,1500,3822731,6143182716,60384599100,38339428,KSQ,중견기업부
2013,038010,KR7038010005,제일테크노스,KOSDAQ,우량기업부,6700,1,30,0.45,6730,6740,6600,26053,173137865,60300000000,9000000,KSQ,우량기업부
2015,053950,KR7053950002,경남제약,KOSDAQ,중견기업부,769,0,0,0.0,0,0,0,0,0,60095318302,78147358,KSQ,중견기업부
2016,361570,KR7361570005,알비더블유,KOSDAQ,중견기업부,2090,1,25,1.21,2065,2100,2035,119471,246148935,60073478190,28743291,KSQ,중견기업부
2017,466410,KR7466410008,사이냅소프트,KOSDAQ,벤처기업부,11920,3,0,0.0,12030,12430,11880,59552,718568890,60041314160,5037023,KSQ,벤처기업부
2018,052460,KR7052460003,아이크래프트,KOSDAQ,중견기업부,4110,2,-50,-1.2,4330,4415,4020,583482,2424771527,60038616960,14607936,KSQ,중견기업부
2019,196450,KR7196450001,코아시아씨엠,KOSDAQ,중견기업부,1324,1,6,0.46,1316,1362,1316,181230,240683003,60003126568,45319582,KSQ,중견기업부
2020,311390,KR7311390009,네오크레마,KOSDAQ,벤처기업부,4740,1,15,0.32,4725,4740,4660,41952,197039115,59978959860,12653789,KSQ,벤처기업부
